,Unnamed: 0,Company,TypeName,Inches,Ram,OpSys,Weight,Price,processor_speed,processor_series,cpu_brand,full_hd,touchscreen,panel_type,screen_width,screen_height,gpu_brand,gpu_series,gpu_model,ssd_gb,hdd_gb,is_flash_storage
537,550,Lenovo,Notebook,15.6,4,Windows 10,2,26587,2.0,Core i3,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,128,0,0
538,551,Dell,Notebook,15.6,8,Windows 10,2,59513,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
539,552,Dell,Gaming,17.3,16,Windows 10,4,143803,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1070,256,1024,0
540,553,HP,Notebook,17.3,8,Windows 10,3,28992,2.0,Core i3,Intel,0,0,0,1600,900,Intel,HD Graphics,520,0,1024,0
541,554,HP,Notebook,17.3,8,Windows 10,3,68198,2.7,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce 930MX,930MX,0,1024,0
542,555,Asus,Notebook,15.6,4,Linux,2,11935,1.1,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,500,0,0,0
543,556,Mediacom,Notebook,13.3,4,Windows 10,1,13586,1.4,Atom x5-Z8350,Intel,1,0,1,1920,1080,Intel,HD Graphics,,0,0,1
544,557,Lenovo,Notebook,17.3,6,Windows 10,3,50563,2.7,Core i7,Intel,0,0,0,1600,900,Nvidia,GeForce 940MX,940MX,128,1024,0
545,558,HP,Notebook,15.6,6,Windows 10,2,30311,2.5,A10-Series A10-9620P,AMD,1,0,1,1920,1080,AMD,Radeon 530,530,128,0,0
546,559,Dell,Notebook,15.6,4,Windows 10,2,32922,2.0,Core i3,Intel,0,0,0,1366,768,AMD,Radeon R5,M420,0,1024,0
547,560,Acer,2 in 1 Convertible,11.6,4,Windows 10,1,18595,2.0,Celeron Dual,Intel,1,1,1,1920,1080,Intel,HD Graphics,500,0,0,1
548,561,Lenovo,Notebook,15.6,4,Windows 10,2,33566,2.7,Core i3,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,128,0,0
549,562,HP,Ultrabook,13.3,16,Windows 10,1,104695,1.2,Core M,Intel,0,1,1,3200,1800,Intel,HD Graphics,515,512,0,0
550,563,Lenovo,Notebook,17.3,8,Windows 10,3,159787,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,Quadro M620M,M620M,256,0,0
551,564,Asus,Notebook,15.6,8,Windows 10,3,44702,2.5,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,128,1024,0
552,565,Dell,Ultrabook,13.3,8,Windows 10,1,85195,1.6,Core i5,Intel,0,1,1,3840,2160,Intel,UHD Graphics,620,128,0,0
553,566,Dell,Notebook,15.6,4,Windows 10,2,51096,2.6,Core i5,Intel,0,0,0,1366,768,Intel,HD Graphics,620,0,0,0
554,568,Lenovo,Notebook,15.6,4,Windows 10,2,18328,1.1,Pentium Quad,Intel,1,0,0,1920,1080,Intel,HD Graphics,505,0,0,0
555,569,Lenovo,Notebook,14.0,4,Windows 10,2,52747,2.5,Core i5,Intel,0,0,0,1366,768,Intel,HD Graphics,620,0,0,0
556,570,HP,Workstation,17.3,8,Windows 10,3,99154,2.8,Core i5,Intel,0,0,0,1600,900,Nvidia,Quadro M1200,M1200,0,0,0
557,571,HP,Notebook,14.0,8,Windows 10,2,20726,1.6,Pentium Quad,Intel,0,0,0,1366,768,Intel,HD Graphics,405,0,0,0
558,572,HP,Notebook,15.6,6,Windows 10,2,34579,3.0,A9-Series A9-9420,AMD,1,0,1,1920,1080,AMD,Radeon 530,530,256,0,0
559,573,Lenovo,Notebook,15.6,8,Windows 10,2,44222,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
560,574,Lenovo,Notebook,15.6,4,Windows 10,2,36497,1.6,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,0,0,0
561,575,Mediacom,Notebook,14.0,4,Windows 10,1,13267,1.4,Atom x5-Z8350,Intel,1,0,0,1920,1080,Intel,HD Graphics,,32,0,0
562,576,Toshiba,Ultrabook,14.0,16,Windows 10,1,99367,2.7,Core i7,Intel,1,1,0,1920,1080,Intel,HD Graphics,620,512,0,0
563,577,Lenovo,Gaming,17.3,32,Windows 10,5,141885,2.7,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1070,256,1024,0
564,578,MSI,Gaming,17.3,16,Windows 10,4,145401,2.9,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1070,512,1024,0
565,579,Dell,Notebook,15.6,8,Linux,2,39907,2.7,Core i7,Intel,1,0,0,1920,1080,AMD,Radeon R5,M430,256,0,0
566,580,Mediacom,Notebook,14.0,4,Windows 10,1,20726,1.1,Celeron Quad,Intel,1,0,1,1920,1080,Intel,HD Graphics,500,32,0,0
567,581,Dell,Notebook,15.6,8,Windows 10,2,53734,2.6,Core i5,Intel,0,0,0,1366,768,Intel,HD Graphics,620,0,0,0
568,582,HP,Notebook,13.3,4,Windows 10,1,38308,2.4,Core i3,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,128,0,0
569,583,Dell,Notebook,15.6,16,Windows 10,2,81912,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce 930MX,930MX,256,0,0
570,584,Dell,Netbook,11.6,4,Chrome OS,1,15718,1.6,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,400,0,0,1
571,585,MSI,Gaming,17.3,16,Windows 10,5,125155,2.7,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,980M,128,1024,0
572,586,HP,Gaming,17.3,16,Windows 10,4,79813,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1050,256,1024,0
573,587,Lenovo,Ultrabook,14.0,12,Windows 10,8,89137,2.6,Core i7,Intel,1,0,1,1920,1080,Intel,HD Graphics,520,256,0,0
574,588,Lenovo,Notebook,15.6,12,Windows 10,2,32448,1.8,Core i7,Intel,0,1,0,1366,768,Intel,HD Graphics,620,0,1024,0
575,589,Asus,Gaming,17.3,8,Windows 10,3,94306,2.5,Core i5,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1060,128,1024,0
576,590,Asus,2 in 1 Convertible,15.6,8,Windows 10,2,39374,2.5,Core i5,Intel,0,1,0,1366,768,Intel,HD Graphics,520,0,1024,0
577,591,Lenovo,Notebook,15.6,12,Windows 10,2,50563,3.6,A12-Series 9720P,AMD,1,0,0,1920,1080,AMD,Radeon 530,530,512,0,0
578,592,Dell,2 in 1 Convertible,31.6,4,Windows 10,1,32128,1.0,Core M,Intel,0,1,0,1366,768,Intel,HD Graphics,615,128,0,0
579,593,Samsung,Notebook,15.6,16,Windows 10,3,90523,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,128,1024,0
580,594,Lenovo,Notebook,17.3,4,No OS,3,28185,2.0,Core i3,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,0,0,0
581,595,Lenovo,Notebook,15.6,8,Windows 10,2,24456,2.3,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,520,0,1024,0
582,596,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1,107892,2.7,Core i7,Intel,1,1,1,1920,1080,Intel,HD Graphics,620,512,0,0
583,597,Lenovo,Notebook,14.0,8,Windows 10,2,78535,2.5,Core i5,Intel,1,0,1,1920,1080,Intel,HD Graphics,630,256,0,0
584,598,Dell,2 in 1 Convertible,12.5,8,Windows 10,1,88978,2.5,Core i5,Intel,1,1,0,1920,1080,Intel,HD Graphics,620,256,0,0
585,599,Dell,Workstation,15.6,8,Windows 10,2,93933,2.8,Core i7,Intel,1,1,0,1920,1080,Nvidia,Quadro M620,M620,256,0,0
586,600,HP,Notebook,15.6,8,Windows 10,2,64948,2.7,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
587,601,HP,Notebook,15.6,4,Windows 10,2,35617,2.4,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,620,0,0,0
588,602,Acer,Notebook,14.0,4,Windows 10,2,17529,1.1,Celeron Quad,Intel,1,0,0,1920,1080,Intel,HD Graphics,500,0,0,1
589,603,MSI,Gaming,17.3,16,Windows 10,4,117163,2.7,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,970M,128,1024,0
590,604,Dell,Notebook,15.6,4,Linux,2,24775,2.0,Core i3,Intel,0,0,0,1366,768,AMD,Radeon R5,M420,0,1024,0
591,605,MSI,Gaming,15.6,16,Windows 10,2,122491,2.8,Core i7,Intel,0,0,0,3840,2160,Nvidia,GeForce GTX,1060,256,0,0
592,606,Toshiba,Notebook,15.6,8,Windows 10,2,74539,2.5,Core i7,Intel,1,0,1,1920,1080,Intel,HD Graphics,520,256,0,0
593,607,Lenovo,Notebook,15.6,6,Windows 10,2,30050,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,0,1024,0
594,608,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2,69211,2.8,Core i7,Intel,1,1,1,1920,1080,Intel,HD Graphics,630,256,0,0
595,609,Acer,Notebook,14.0,4,Windows 10,2,18595,1.6,Pentium Quad,Intel,0,0,0,1366,768,Intel,HD Graphics,405,0,0,1
596,610,Lenovo,Notebook,15.6,32,Windows 10,3,261019,3.1,Xeon E3-1535M,Intel,0,0,1,3840,2160,Nvidia,Quadro M2200M,M2200M,1,0,0
597,611,Dell,Gaming,15.6,16,Windows 10,3,46834,2.6,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,960<U+039C>,0,1024,0
598,612,Dell,Notebook,15.6,4,Linux,2,23651,2.0,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,520,0,1024,0
599,613,Dell,Notebook,15.6,4,Linux,2,19128,2.0,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,520,0,1024,0
600,614,Dell,Notebook,15.6,4,Linux,2,46300,2.6,Core i5,Intel,0,0,0,1366,768,Intel,HD Graphics,620,0,0,0
601,615,Asus,Gaming,17.3,8,Windows 10,3,62231,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,128,1024,0
602,617,HP,Ultrabook,15.6,8,Windows 10,2,74006,2.7,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,512,0,0
603,618,MSI,Gaming,15.6,16,Windows 10,3,120832,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1070,256,1024,0
604,619,Acer,2 in 1 Convertible,11.6,4,Chrome OS,1,20193,1.6,Celeron Quad,Intel,0,1,1,1366,768,Intel,HD Graphics,400,0,0,1
605,620,HP,Notebook,14.0,8,Windows 10,2,59887,2.6,Core i5,Intel,0,0,0,1366,768,Intel,HD Graphics,620,256,0,0
606,621,Lenovo,Notebook,14.0,8,Windows 7,2,78055,2.3,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,256,0,0
607,622,Dell,Notebook,15.6,4,Windows 10,2,41345,1.6,Core i5,Intel,1,0,0,1920,1080,AMD,Radeon 530,530,0,1024,0
608,623,Fujitsu,Notebook,15.6,8,Windows 10,2,42571,2.5,Core i5,Intel,0,0,0,1366,768,Intel,HD Graphics,620,256,0,0
609,624,HP,Notebook,15.6,4,Windows 7,2,49657,2.3,Core i5,Intel,0,0,0,1366,768,Intel,HD Graphics,520,0,0,0
610,626,Mediacom,Notebook,14.0,2,Windows 10,1,12734,1.4,Atom x5-Z8350,Intel,1,0,0,1920,1080,Intel,HD Graphics,,0,0,1
611,627,Lenovo,Notebook,15.6,4,No OS,2,24935,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,128,0,0
612,628,Asus,2 in 1 Convertible,13.3,6,Windows 10,2,34046,2.5,Core i5,Intel,1,1,0,1920,1080,Intel,HD Graphics,620,0,1024,0
613,630,Asus,Ultrabook,14.0,16,Windows 10,11,101232,2.7,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,512,0,0
614,631,Dell,Gaming,15.6,16,Windows 10,3,78801,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,Ti,256,1024,0
615,632,Lenovo,Notebook,15.6,4,Windows 10,2,44169,1.6,Core i5,Intel,1,0,0,1920,1080,Intel,UHD Graphics,620,256,0,0
616,633,Lenovo,Notebook,15.6,4,Windows 10,2,30849,2.0,Core i3,Intel,1,0,0,1920,1080,Nvidia,GeForce 920MX,,0,1024,0
617,634,Asus,Notebook,15.6,8,Windows 10,2,21259,1.1,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,500,0,1024,0
618,635,Asus,Notebook,15.6,8,Windows 10,2,48305,2.5,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,0,1024,0
619,636,Dell,Ultrabook,13.3,8,Windows 10,1,99580,1.6,Core i5,Intel,0,1,0,3200,1800,Intel,UHD Graphics,620,256,0,0
620,637,Lenovo,Notebook,14.0,2,Windows 10,1,13267,1.6,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,400,0,0,1
621,638,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1,93635,2.7,Core i7,Intel,1,1,1,1920,1080,Intel,HD Graphics,620,256,0,0
622,639,Dell,Notebook,15.6,16,Windows 10,2,127819,2.8,Core i7,Intel,0,1,0,3840,2160,Nvidia,GeForce GTX,1050,1,0,0
623,640,Lenovo,Gaming,15.6,8,Windows 10,3,59088,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1050M,128,1024,0
624,641,HP,Notebook,17.0,8,Windows 10,3,27754,3.0,A9-Series 9420,AMD,0,0,0,1600,900,AMD,Radeon R5,R5,0,1024,0
625,642,Lenovo,Ultrabook,14.0,16,Windows 10,1,130536,2.7,Core i7,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,512,0,0
626,643,Asus,Gaming,15.6,8,No OS,3,62284,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,Ti,0,1024,0
627,644,Acer,Notebook,15.6,4,Windows 10,2,23976,2.0,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,520,0,0,0
628,645,Lenovo,Notebook,14.0,4,Windows 10,1,14599,1.6,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,,0,0,1
629,646,Acer,Ultrabook,14.0,8,Windows 10,2,48964,2.5,Core i5,Intel,1,0,1,1920,1080,Intel,Graphics 620,620,256,0,0
630,647,Razer,Gaming,14.0,16,Windows 10,2,138475,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1060,256,0,0
631,648,Toshiba,Notebook,13.3,8,Windows 10,1,64629,2.3,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,256,0,0
632,649,Lenovo,Ultrabook,12.5,8,Windows 10,1,84396,2.7,Core i7,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,256,0,0
633,650,Asus,Gaming,17.3,32,Windows 10,4,149131,2.7,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1080,512,0,0
634,651,Acer,Gaming,15.6,8,Linux,2,37776,2.5,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,0,1024,0
635,652,Dell,Ultrabook,13.3,8,Windows 10,1,77251,1.6,Core i5,Intel,1,0,0,1920,1080,Intel,UHD Graphics,620,256,0,0
636,653,MSI,Gaming,15.6,8,Windows 10,2,63499,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,Ti,128,1024,0
637,654,HP,Notebook,15.6,4,No OS,2,19442,2.0,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,520,0,0,0
638,655,Toshiba,Notebook,15.6,8,Windows 10,2,56690,2.5,Core i5,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,0,0,0
639,656,Dell,Notebook,15.6,8,Windows 10,6,48964,1.8,Core i7,Intel,1,0,0,1920,1080,AMD,Radeon 530,530,256,0,0
640,657,Dell,Notebook,15.6,16,Windows 10,2,60473,1.8,Core i7,Intel,1,0,0,1920,1080,AMD,Radeon 530,530,256,0,0
641,658,Lenovo,Gaming,15.6,8,Windows 10,3,63723,2.6,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,960,128,1024,0
642,659,Dell,Gaming,17.3,32,Windows 10,4,167692,2.8,Core i7,Intel,0,0,1,3840,2160,Nvidia,GeForce GTX,1070,512,1024,0
643,660,Dell,Notebook,14.0,8,Windows 10,2,65481,2.4,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,256,0,0
644,661,Lenovo,Notebook,15.6,4,Windows 10,2,22324,1.1,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,500,0,0,0
645,662,Lenovo,Notebook,15.6,4,Windows 10,2,28505,2.3,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,0,0,0
646,663,HP,Notebook,15.6,6,Windows 10,2,28718,2.0,Core i3,Intel,0,0,0,1920,1080,AMD,Radeon R5,M430,0,1024,0
647,664,MSI,Gaming,17.3,8,Windows 10,3,79215,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1060,128,1024,0
648,665,Toshiba,Notebook,15.6,4,Windows 10,2,26533,2.1,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,520,128,0,0
649,667,HP,Notebook,15.6,8,Windows 10,2,39694,2.7,Core i7,Intel,1,0,0,1920,1080,AMD,Radeon 530,530,0,1024,0
650,668,Toshiba,Notebook,15.6,8,Windows 10,2,67026,2.5,Core i5,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,256,0,0
651,669,Acer,Notebook,15.6,4,Linux,2,21951,2.0,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,520,128,0,0
652,670,Microsoft,Ultrabook,13.5,8,Windows 10 S,1,99519,2.8,Core i7,Intel,0,1,0,2256,1504,Intel,Iris Plus,640,256,0,0
653,671,Lenovo,Notebook,15.6,8,Windows 10,2,43580,2.5,Core i5,Intel,1,0,0,1920,1080,AMD,Radeon R5,M430,128,1024,0
654,672,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1,55092,2.5,Core i5,Intel,1,1,1,1920,1080,Intel,HD Graphics,620,256,0,0
655,673,Lenovo,Notebook,35.6,4,Windows 10,2,18595,2.2,E-Series E2-9000,AMD,0,0,0,1366,768,AMD,Radeon R2,,128,0,0
656,674,HP,2 in 1 Convertible,14.0,4,Windows 10,2,37243,2.4,Core i3,Intel,1,1,1,1920,1080,Nvidia,GeForce 940MX,940MX,128,0,0
657,675,MSI,Gaming,15.6,16,Windows 10,2,68944,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,256,1024,0
658,676,Asus,Ultrabook,14.0,8,Windows 10,1,60473,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
659,677,HP,2 in 1 Convertible,11.6,8,Chrome OS,1,26374,1.1,Celeron Dual,Intel,0,1,0,1366,768,Intel,HD Graphics,500,0,0,1
660,678,LG,Ultrabook,15.6,8,Windows 10,1,122491,1.8,Core i7,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,512,0,0
661,679,Acer,Gaming,15.6,16,Windows 10,3,69211,2.5,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,Ti,256,0,0
662,680,MSI,Gaming,15.6,8,Windows 10,2,53168,2.5,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,256,0,0
663,681,Asus,Notebook,15.6,4,Windows 10,2,22324,1.1,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,500,128,0,0
664,682,Dell,Gaming,15.6,16,Windows 10,3,109277,2.5,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1060,128,1024,0
665,683,HP,Notebook,17.3,4,Windows 10,3,37243,2.0,Core i3,Intel,1,0,1,1920,1080,AMD,Radeon R5,520,256,0,0
666,684,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1,79867,1.8,Core i7,Intel,1,1,1,1920,1080,Intel,UHD Graphics,620,512,0,0
667,685,Dell,Gaming,15.6,16,Windows 10,3,149917,2.9,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1070,256,1024,0
668,686,HP,Notebook,15.6,4,Windows 10,2,32640,2.5,Core i5,Intel,0,0,0,1366,768,AMD,Radeon 520,520,0,0,0
669,687,Dell,Notebook,15.6,4,Windows 10,2,29073,2.0,Core i3,Intel,0,0,0,1366,768,AMD,Radeon R5,M430,0,1024,0
670,688,HP,Notebook,17.3,6,Windows 10,3,30316,2.4,A10-Series 9600P,AMD,1,0,1,1920,1080,AMD,Radeon R7,M440,0,0,0
671,689,Lenovo,Notebook,15.6,4,Windows 10,2,16943,1.6,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,510,0,0,0
672,690,Acer,Notebook,14.0,4,Chrome OS,1,19980,1.6,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,510,0,0,1
673,691,Lenovo,Notebook,14.0,4,Windows 10,2,37243,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
674,692,HP,Workstation,17.3,8,Windows 10,3,101658,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,Quadro M1200,M1200,0,0,0
675,693,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1,137995,2.7,Core i7,Intel,0,1,0,2560,1440,Intel,HD Graphics,620,256,0,0
676,694,Toshiba,Notebook,13.3,8,Windows 10,2,51841,2.5,Core i5,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,256,0,0
677,695,Acer,Netbook,11.6,4,Windows 10,1,14332,1.6,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,,0,0,1
678,696,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1,93187,2.7,Core i7,Intel,1,1,0,1920,1080,Intel,HD Graphics,620,512,0,0
679,697,Asus,2 in 1 Convertible,12.5,4,Chrome OS,1,35644,0.9,Core M,Intel,1,1,0,1920,1080,Intel,HD Graphics,515,0,0,1
680,698,Toshiba,Ultrabook,13.3,16,Windows 10,1,100007,2.5,Core i7,Intel,1,1,0,1920,1080,Intel,HD Graphics,520,512,0,0
681,700,Dell,Gaming,15.6,8,Windows 10,3,43636,2.5,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,0,1024,0
682,701,Lenovo,Notebook,15.6,4,Windows 10,2,21259,2.9,A9-Series 9420,AMD,1,0,0,1920,1080,AMD,Radeon 530,530,256,0,0
683,702,Lenovo,Notebook,15.6,8,Windows 10,2,22857,3.6,A12-Series 9720P,AMD,0,0,0,1366,768,AMD,Radeon R7,R7,0,1024,0
684,703,Lenovo,Notebook,15.6,4,Windows 10,2,33111,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,0,1024,0
685,704,Lenovo,Notebook,15.6,4,No OS,2,23976,2.0,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,520,0,0,0
686,705,Dell,Notebook,15.6,8,Windows 10,2,42358,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
687,706,Acer,2 in 1 Convertible,13.3,1,Windows 10,2,53227,1.6,Core i5,Intel,1,1,1,1920,1080,Intel,UHD Graphics,620,256,0,0
688,707,Lenovo,Workstation,15.6,16,Windows 7,2,98834,2.5,Core i7,Intel,1,0,0,1920,1080,Nvidia,Quadro M520M,M520M,512,0,0
689,708,Lenovo,Notebook,14.0,8,Windows 10,2,63456,2.3,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,256,0,0
690,709,HP,Notebook,17.3,6,Windows 10,3,34899,2.5,A10-Series 9620P,AMD,1,0,1,1920,1080,AMD,Radeon 530,530,0,0,0
691,710,Lenovo,Gaming,15.6,8,Windows 10,3,66547,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,Ti,128,1024,0
692,711,Dell,Notebook,14.0,8,Linux,2,58022,2.8,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce 930MX,930MX,256,0,0
693,712,Dell,Notebook,15.6,8,Linux,2,38681,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,0,1024,0
694,713,Asus,Notebook,14.0,4,Windows 10,2,15877,1.1,Celeron Dual,Intel,1,0,0,1920,1080,Intel,HD Graphics,500,0,0,1
695,714,Dell,Notebook,15.6,16,Windows 10,2,76012,2.6,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,512,0,0
696,715,Lenovo,Notebook,14.0,8,Windows 10,2,45665,2.5,Core i5,Intel,1,0,1,1920,1080,Nvidia,GeForce 920MX,920MX,256,0,0
697,716,Dell,Notebook,15.6,8,Windows 10,2,62817,2.6,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
698,717,Lenovo,Notebook,15.6,4,Windows 10,2,15877,2.0,A6-Series 7310,AMD,0,0,0,1366,768,AMD,Radeon R4,R4,0,0,0
699,718,Mediacom,Notebook,14.0,4,Windows 10,1,14119,1.9,Atom Z8350,Intel,1,0,1,1920,1200,Intel,HD Graphics,400,0,0,0
700,719,HP,Notebook,17.3,8,Windows 10,3,63936,2.7,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce 930MX,930MX,256,0,0
701,720,Lenovo,Ultrabook,14.0,64,Windows 10,1,89864,2.5,Core i7,Intel,0,0,1,2560,1440,Intel,HD Graphics,520,512,0,0
702,721,HP,2 in 1 Convertible,13.3,8,Windows 10,2,44574,2.5,Core i5,Intel,0,1,1,1366,768,Intel,HD Graphics,620,256,0,0
703,722,Lenovo,Ultrabook,14.0,8,Windows 10,1,79867,2.5,Core i5,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,256,0,0
704,723,Dell,Gaming,17.3,32,Windows 10,4,194973,2.8,Core i7,Intel,0,0,0,3840,2160,Nvidia,GeForce GTX,1070,1,1024,0
705,724,MSI,Gaming,17.3,8,Windows 10,3,71847,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,Ti,128,1024,0
706,725,Lenovo,Notebook,15.6,4,No OS,2,26102,2.5,Core i5,Intel,0,0,0,1366,768,Intel,HD Graphics,620,0,1024,0
707,727,Dell,2 in 1 Convertible,13.3,4,Windows 10,2,34579,2.4,Core i3,Intel,1,1,0,1920,1080,Intel,HD Graphics,620,0,1024,0
708,728,Dell,Notebook,15.6,8,Linux,2,31410,2.5,Core i5,Intel,0,0,0,1366,768,AMD,Radeon R7,M445,0,1024,0
709,729,HP,Notebook,15.6,4,Windows 10,2,26054,3.0,A9-Series 9420,AMD,1,0,0,1920,1080,AMD,Radeon 520,520,0,1024,0
710,730,Acer,Gaming,17.3,16,Windows 10,4,103097,2.6,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1060,128,1024,0
711,731,Dell,Notebook,15.6,12,Windows 10,2,34579,2.5,Core i5,Intel,0,0,0,1366,768,Intel,HD Graphics,620,0,1024,0
712,732,HP,Notebook,15.6,6,Windows 10,2,34632,3.0,A9-Series A9-9420,AMD,1,0,0,1920,1080,AMD,Radeon 520,520,128,1024,0
713,733,Acer,Notebook,15.6,4,Windows 10,2,29784,2.5,Core i5,Intel,0,0,0,1366,768,Intel,HD Graphics,620,0,0,0
714,734,Lenovo,Notebook,13.3,8,Windows 10,1,51149,2.5,Core i5,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,256,0,0
715,735,Lenovo,Notebook,15.6,4,Windows 10,2,41505,2.7,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,0,1024,0
